1.0-Negative,1.0-Neutral,1.0-Positive,1.0-Total,1.0-choose,1.0-win,10.0-Negative,10.0-Neutral,10.0-Positive,10.0-Total,10.0-choose,10.0-win,11.0-Negative,11.0-Neutral,11.0-Positive,11.0-Total,11.0-choose,11.0-win,2.0-Negative,2.0-Neutral,2.0-Positive,2.0-Total,2.0-choose,2.0-win,3.0-Negative,3.0-Neutral,3.0-Positive,3.0-Total,3.0-choose,3.0-win,4.0-Negative,4.0-Neutral,4.0-Positive,4.0-Total,4.0-choose,4.0-win,5.0-Negative,5.0-Neutral,5.0-Positive,5.0-Total,5.0-choose,5.0-win,6.0-Negative,6.0-Neutral,6.0-Positive,6.0-Total,6.0-choose,6.0-win,7.0-Negative,7.0-Neutral,7.0-Positive,7.0-Total,7.0-choose,7.0-win,8.0-Negative,8.0-Neutral,8.0-Positive,8.0-Total,8.0-choose,8.0-win,9.0-Negative,9.0-Neutral,9.0-Positive,9.0-Total,9.0-choose,9.0-win,Age,ElimWeek,Hometown,Name,Occupation,Season,firstname
,,,0,0,0,,,,0,0,0,0,1,2,3,0,0,,,,0,0,0,,,,0,0,0,,,2,2,0,0,0,5,6,11,0,1,64,67,83,214,1,5,19,53,24,96,0,1,,,,0,0,0,0,1,1,2,0,0,31,5,"Kuna, Idaho",Joshua Albers,Industrial Welder,11,Joshua
,,,0,0,0,,,,1,0,0,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,4,21,16,41,0,0,4,13,3,20,0,0,2,10,10,22,0,0,,,,0,0,0,,,,4,0,0,28,5,"Elgin, Illinois",Justin Reich,Fitness Trainer,11,Justin
,,,0,0,0,11,14,5,30,0,0,65,128,96,289,0,6,,,,0,0,0,,,,0,0,0,,,1,1,0,0,5,6,16,27,0,0,211,329,359,899,18,11,193,260,224,677,0,7,0,1,4,5,0,0,0,1,1,2,0,0,28,5,"Ramsey, New Jersey",Ian Thomson,Executive Recruiter,11,Ian
,,,0,0,0,,,4,4,0,0,97,199,76,372,0,3,,,,0,0,0,,,,0,0,0,,,,0,0,0,3,9,4,16,0,0,1,3,2,6,0,0,,,1,1,0,0,,,,0,0,0,,,,1,0,0,30,4,"New York, New York",Corey Stansell (NY),Investment Banker,11,Corey
,,,0,0,0,,,,1,0,0,0,5,17,22,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,5,10,3,18,0,0,0,3,4,7,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,33,4,"Sylvan Lake, Michigan",Jonathan Holloway,Automotive Spokesman,11,Jonathan
,,,0,0,0,15,17,34,66,0,0,7,18,10,35,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,4,29,23,56,0,3,8,27,23,58,0,2,3,10,76,89,0,1,,,,0,0,0,11,19,53,83,0,5,32,4,"Wellington, Florida",Ryan Beckett,Realtor,11,Ryan
,,,0,0,0,0,6,4,10,0,0,25,57,70,152,1,1,,,,0,0,0,,,,0,0,0,0,10,6,16,0,0,87,128,120,335,0,15,2,16,7,25,0,0,0,7,12,19,0,1,0,4,1,5,0,0,2,7,18,27,0,0,27,3,"Batavia, Illinois",Clint Arlis,Architectural Engineer,11,Clint
,,,0,0,0,1,1,1,3,0,0,4,7,4,15,0,0,,,,0,0,0,,,,0,0,0,1,3,2,6,0,0,3,8,10,21,0,0,0,5,4,9,0,0,1,0,2,3,0,0,,,,0,0,0,0,2,1,3,0,0,35,3,"St. Louis, Missouri",Tony Harris,Healer,11,Tony
,,,0,0,0,,,2,2,0,0,2,3,0,5,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,35,2,"Seven Springs, North Carolina",Cory Shivar (NC),Residential Developer,11,Cory
,,,0,0,0,1,0,1,2,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,0,1,2,3,0,0,1,2,0,3,0,0,,,,0,0,0,1,1,0,2,0,0,28,2,"Nashville, Tennessee",Daniel Finney,Fashion Designer,11,Daniel
,,,0,0,0,,,,0,0,0,8,26,15,49,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,,,,0,0,0,0,1,3,4,0,0,0,1,1,2,0,0,,,,0,0,0,,,,1,0,0,32,2,"Boston, Massachusetts",Kupah James,Entrepreneur,11,Kupah
,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,1,1,0,2,0,1,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,25,1,"Duluth, Georgia",Bradley Cox,International Auto Shipper,11,Bradley
,,,0,0,0,0,1,2,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,1,7,0,8,0,0,28,1,"Orlando, Florida",David X,Real Estate Agent,11,David
,,,0,0,0,3,12,1,16,0,0,0,4,5,9,0,0,,,,0,0,0,,,,0,0,0,,,2,2,0,0,0,14,26,40,0,1,96,114,170,380,1,6,33,69,40,142,0,2,,,,0,0,0,1,3,5,9,0,0,27,1,"Chicago, Illinois",Josh Seiter,Law Student/Exotic Dancer,11,Josh
,,,0,0,0,205,378,421,1004,4,34,15,49,213,277,7,12,,,,0,0,0,,,,0,0,0,0,2,1,3,0,0,40,94,97,231,2,12,143,319,374,836,4,28,211,304,256,771,3,29,20,112,12,144,0,0,381,542,778,1701,8,46,31,1,"London, Ontario",Shawn Evans,Amateur Sex Coach,11,Shawn
,,,0,0,0,12,38,20,70,0,3,2,13,13,28,0,1,,,,0,0,0,,,,0,0,0,0,5,3,8,0,0,10,33,35,78,0,0,0,8,8,16,0,1,4,35,15,54,0,0,,,,1,0,0,8,20,10,38,0,0,33,1,"Wauseon, Ohio",Brady Toops,Singer/Songwriter,11,Brady
,,,0,0,0,15,17,34,66,0,0,7,18,10,35,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,4,29,23,56,0,3,8,27,23,58,0,2,3,10,76,89,0,1,,,,0,0,0,11,19,53,83,0,5,28,1,"Kansas City, Missouri",Ryan McDill,Junkyard Specialist,11,Ryan
32,140,105,277,4,13,85,479,368,932,16,31,45,157,160,362,23,66,17,94,70,181,0,11,16,168,114,298,2,4,19,75,80,174,0,7,0,4,3,7,1,1,51,160,160,371,4,10,124,129,111,364,0,5,65,219,201,485,5,11,105,239,196,540,6,20,29,,"Athens, Georgia",Josh Murray,Former Professional Baseball Player,10,Josh
10,36,55,101,0,0,227,317,407,951,10,24,42,115,38,195,19,4,3,39,22,64,0,2,19,73,56,148,0,2,5,35,28,68,0,1,1,10,15,26,0,0,34,90,54,178,0,9,57,134,77,268,3,4,542,534,662,1738,7,22,154,188,153,495,5,14,33,10,"Waukesha, Wisconsin",Nick Viall,Software Sales Executive,10,Nick
39,103,94,236,3,8,230,1445,700,2375,6,37,59,165,164,388,3,8,23,112,167,302,0,30,2,10,8,20,0,1,65,13,49,127,0,2,2,1,4,7,0,0,6,47,35,88,1,7,30,60,85,175,1,4,100,134,127,361,2,8,84,330,482,896,11,32,32,9,"Lamont, Iowa",Chris Soules,Farmer,10,Chris
5,26,35,66,0,0,7,11,16,34,0,2,45,41,41,127,0,1,4,46,34,84,0,0,15,39,32,86,0,0,32,86,109,227,2,6,,,1,1,0,0,4,18,8,30,1,0,4,22,14,40,0,1,28,103,82,213,3,7,207,265,207,679,6,13,25,8,"Medicine Hat, Alberta",Marcus Grodd,Sports Medicine Manager,10,Marcus
0,14,7,21,0,1,1,0,2,3,0,0,1,8,8,17,0,0,3,3,12,18,0,1,1,3,2,6,0,0,40,47,50,137,2,15,1,0,1,2,0,0,43,92,66,201,0,5,17,19,43,79,0,2,69,85,61,215,0,2,1,8,1,10,0,0,27,7,"Camp Hill, Pennsylvania",Brian Osborne,Basketball Coach,10,Brian
1,20,8,29,0,0,,,,2,0,0,2,17,8,27,0,0,4,1,3,8,0,0,3,2,5,10,0,1,26,57,95,178,0,5,,,,1,0,0,2,9,4,15,0,0,41,68,48,157,0,0,60,61,51,172,0,0,,,1,1,0,0,26,7,"Longmeadow, Massachusetts",Dylan Petitt,Accountant,10,Dylan
,,,0,0,0,,,,0,0,0,2,2,0,4,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,0,1,1,2,0,0,,,,0,0,0,1,0,2,3,0,0,,,,0,0,0,0,1,5,6,0,0,30,6,"Hanover, Massachusetts",JJ O'Brien,Pantsapreneur,10,J.J.
11,33,19,63,0,1,0,8,2,10,0,0,2,9,8,19,0,0,1,13,17,31,0,0,5,29,25,59,0,1,4,14,17,35,0,0,1,5,0,6,0,0,35,56,112,203,1,1,247,285,182,714,0,7,2,2,1,5,0,0,0,3,1,4,0,0,28,6,"Oakley, Kansas",Cody Sattler,Personal Trainer,10,Cody
10,20,54,84,0,1,,,,0,0,0,10,15,9,34,0,0,5,2,3,10,0,0,17,41,40,98,0,0,4,11,4,19,0,0,0,2,1,3,0,0,30,57,68,155,0,1,,,,0,0,0,1,2,1,4,0,0,,,,2,0,0,30,5,"Portola Valley, California",Andrew Poole,Social Media Marketer,10,Andrew
10,62,47,119,0,6,1,7,4,12,0,0,20,117,98,235,0,4,10,21,11,42,0,0,3,11,22,36,0,3,13,74,45,132,0,35,0,2,1,3,0,0,80,312,238,630,5,3,3,5,84,92,0,0,4,6,2,12,0,0,1,2,0,3,0,0,26,5,"Rialto, California",Marquel Martin,Sponsorship Salesman,10,Marquel
13,34,52,99,1,2,,,,0,0,0,1,1,1,3,0,0,5,3,5,13,1,0,5,4,6,15,0,0,3,3,2,8,0,0,0,1,1,2,0,0,1,15,32,48,0,1,1,3,1,5,0,0,0,3,1,4,0,0,,,,0,0,0,29,5,"Clinton, New Jersey",Patrick Jagodzinski,Advertising Executive,10,Patrick
8,25,21,54,0,0,0,3,9,12,0,0,0,1,1,2,0,0,1,13,4,18,1,0,1,2,8,11,0,2,14,155,18,187,0,5,6,4,30,40,0,0,1,2,6,9,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,4,"Denver, Colorado",Tasos Hernandez,Wedding Event Coordinator,10,Tasos
109,109,227,445,0,19,0,4,6,10,0,0,1,1,1,3,0,0,141,181,405,727,0,43,13,14,30,57,0,0,224,281,355,860,1,18,4,4,10,18,0,0,4,2,2,8,0,0,2,1,2,5,0,0,4,1,3,8,0,1,128,143,48,319,0,4,31,4,"Citrus Heights, California",Eric Hill,Explorer,10,Eric
3,48,6,57,0,0,,,,0,0,0,,,1,1,0,0,3,9,1,13,1,0,14,30,22,66,0,1,3,2,2,7,0,0,,,,0,0,0,2,1,0,3,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,32,3,"Grosse Pointe, Michigan",Bradley Wisk,Opera Singer,10,Bradley
1,38,12,51,0,0,,,,0,0,0,,,,0,0,0,0,6,2,8,0,0,4,6,5,15,0,1,0,1,2,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,3,"Warminster, Pennsylvania",Brett Melnick,Hairstylist,10,Brett
2,6,5,13,0,0,,,,0,0,0,7,1,7,15,0,0,0,6,2,8,0,1,5,7,5,17,0,0,1,6,0,7,0,0,,,,1,0,0,,,,1,0,1,,,,0,0,0,,,,1,0,0,,,,1,0,0,28,3,"Nahariya, Israel",Ron Worrell,Beverage Sales Manager,10,Ron
2,19,21,42,0,0,1,1,3,5,0,0,1,3,1,5,0,0,10,22,28,60,0,3,,,,1,0,0,,,3,3,0,0,,,1,1,0,0,,,,0,0,0,0,2,2,4,0,0,0,1,1,2,0,0,,,,1,0,0,30,2,"Hollywood, California",Carl King,Firefighter,10,Carl
17,15,6,38,0,0,,,7,7,0,0,5,1,0,6,0,0,140,140,159,439,0,2,3,0,1,4,0,0,10,2,5,17,0,0,,,,0,0,0,,,,1,0,0,,,,1,0,0,1,1,0,2,0,1,,,,0,0,0,29,2,"Defiance, Iowa",Craig Muhlbauer,Tax Accountant,10,Craig
10,36,55,101,0,0,227,317,407,951,10,24,42,115,38,195,19,4,3,39,22,64,0,2,19,73,56,148,0,2,5,35,28,68,0,1,1,10,15,26,0,0,34,90,54,178,0,9,57,134,77,268,3,4,542,534,662,1738,7,22,154,188,153,495,5,14,27,2,"Barrington, Illinois",Nick Sutter,Professional Golfer,10,Nick
9,72,11,92,1,1,0,2,3,5,0,0,,,1,1,0,0,3,3,2,8,0,0,0,7,1,8,0,0,0,8,6,14,0,0,,,,3,0,0,1,3,2,6,0,0,2,1,2,5,0,1,1,5,0,6,0,0,0,1,3,4,0,0,33,1,"Portland, Oregon",Emil Schaffroth,Helicopter Pilot,10,Emil
28,29,24,81,0,9,,,3,3,0,0,,,,5,0,0,1,3,4,8,0,0,0,3,2,5,0,0,7,15,27,49,0,3,,,,0,0,0,,,,5,0,0,,,13,13,0,0,0,2,2,4,0,0,1,2,2,5,0,0,35,1,"Sturgeon Bay, Wisconsin",Jason Leep,Urgent Care Physician,10,Jason
32,140,105,277,4,13,85,479,368,932,16,31,45,157,160,362,23,66,17,94,70,181,0,11,16,168,114,298,2,4,19,75,80,174,0,7,0,4,3,7,1,1,51,160,160,371,4,10,124,129,111,364,0,5,65,219,201,485,5,11,105,239,196,540,6,20,29,1,"Evergreen, Colorado",Josh Bauer,Telecommunication Marketer,10,Josh
9,7,7,23,0,1,,,2,2,0,0,,,,1,0,0,7,3,38,48,0,0,0,1,1,2,0,0,,,,2,0,0,,,,0,0,0,,,,5,0,0,,,,0,0,0,,,,0,0,0,,,4,4,0,0,29,1,"Guilderland, New York",Mike Campanelli,Bartender,10,Mike
1,11,7,19,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,31,1,"Yorba Linda, California",Rudie Dane,Attorney,10,Rudie
3,10,7,20,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,1,"Meadow Vista, California",Steven Woolworth,Snowboard Product Developer,10,Steven
,,,0,0,0,,,,,,,,,,,,,2,7,3,12,0,0,22,12,9,43,0,0,6,9,10,25,0,1,6,33,42,81,2,0,2,13,13,28,0,3,7,95,58,160,4,4,,,,0,0,0,,,,0,0,0,27,,"McMinnville, Oregon",Chris Siegfried,Mortgage Broker,9,Chris
,,,1,0,0,,,,,,,,,,,,,0,9,7,16,0,1,0,1,7,8,0,0,3,5,30,38,0,0,3,9,8,20,0,0,9,51,49,109,0,3,5,38,52,95,3,4,,,,0,0,0,,,,0,0,0,27,10,"Scottsdale, Arizona",Drew Kenney,Digital Marketing Analyst,9,Drew
,,,1,0,0,,,,,,,,,,,,,6,47,99,152,2,4,11,35,25,71,0,2,0,6,7,13,0,2,0,19,17,36,0,3,3,23,21,47,0,2,14,109,55,178,1,3,,,,0,0,0,,,,0,0,0,28,9,"Blackfoot, Idaho",Brooks Forester,Sales & Marketing,9,Brooks
,,,0,0,0,,,,,,,,,,,,,3,3,4,10,0,1,2,3,5,10,0,0,3,7,8,18,2,1,0,4,6,10,0,0,2,25,18,45,0,3,3,7,13,23,0,1,,,,0,0,0,,,,0,0,0,31,8,"Dallas, Texas",Zak Waddell,Drilling Fluid Engineer,9,Zak
,,,0,0,0,,,,,,,,,,,,,3,7,1,11,0,1,3,4,4,11,0,0,1,11,3,15,0,0,20,23,20,63,0,3,10,15,10,35,0,0,13,24,25,62,0,0,,,,0,0,0,,,,0,0,0,33,7,"Lindenhurst, New York",Michael Garofola,Federal Prosecutor,9,Michael
,,,0,0,0,,,,,,,,,,,,,1,7,4,12,0,0,1,9,7,17,0,0,7,17,31,55,0,3,5,16,22,43,0,1,43,89,42,174,1,3,0,1,2,3,0,0,,,,0,0,0,,,,0,0,0,27,6,"Marietta, Georgia",James Case,Advertising Executive,9,James
,,1,1,0,0,,,,,,,,,,,,,0,11,6,17,0,0,4,45,24,73,0,3,1,20,22,43,1,2,0,22,12,34,0,1,16,63,28,107,1,2,1,2,2,5,0,0,,,,0,0,0,,,,0,0,0,31,6,"Barquisimeto, Venezuela",Juan Galavis,Former Pro Soccer Player,9,Juan
,,,0,0,0,,,,,,,,,,,,,2,1,5,8,0,0,3,3,5,11,0,0,0,3,2,5,0,0,1,0,1,2,0,0,3,12,3,18,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,6,"Tulsa, Oklahoma",Kasey Stewart,Advertising Executive,9,Kasey
,,,0,0,0,,,,,,,,,,,,,4,19,2,25,0,0,3,5,5,13,0,0,1,6,2,9,0,0,2,8,2,12,0,1,1,3,3,7,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,30,5,"Glen Ellyn, Illinois",Mikey Tenerelli,Plumbing Contractor,9,Mikey
1,2,2,5,0,0,,,,,,,,,,,,,68,95,129,292,1,4,20,45,40,105,0,2,11,18,22,51,0,0,36,45,36,117,0,3,1,3,2,6,0,0,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,28,5,"Lubbock, Texas",Ben Scott,Entrepreneur,9,Ben
,,,0,0,0,,,,,,,,,,,,,16,51,54,121,1,3,3,8,21,32,1,2,3,15,9,27,0,0,8,15,13,36,0,0,0,3,2,5,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,5,"Havre, Montana",Bryden Vukasin,Iraq War Veteran,9,Bryden
,,,0,0,0,,,,,,,,,,,,,0,1,1,2,0,0,,,,0,0,0,0,4,1,5,0,0,,,,0,0,0,0,1,3,4,0,1,0,2,2,4,1,0,,,,0,0,0,,,,0,0,0,28,4,"Phillips Ranch, California",Zack Kalter,Book Publisher,9,Zack
,,,0,0,0,,,,,,,,,,,,,0,1,3,4,0,0,2,4,6,12,0,0,23,9,10,42,0,1,,,1,1,0,0,,,,0,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,27,4,"Denver, Colorado",Brad McKinzie,Accountant/DJ,9,Brad
,,,0,0,0,,,,,,,,,,,,,10,33,41,84,0,1,22,44,50,116,0,1,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,3,"Blaine, Minnesota",Brandon Andreen,Painting Contractor,9,Brandon
,,,0,0,0,,,,,,,,,,,,,0,1,2,3,0,0,2,1,2,5,0,0,,,1,1,0,1,,,,0,0,0,0,1,1,2,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,30,3,"Dublin, California",Dan Cox,Beverage Sales Director,9,Dan
,,,0,0,0,,,,,,,,,,,,,0,3,2,5,0,0,17,15,9,41,0,0,2,0,1,3,0,0,,,2,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,3,"Olney, Maryland",Brian Jarosinski,Financial Advisor,9,Brian
,,,0,0,0,,,,,,,,,,,,,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,27,2,"Rochester, New York",Nick Mucci,Investment Adviser,9,Nick
,,,1,0,0,,,,,,,,,,,,,7,9,10,26,0,0,1,1,0,2,0,1,,,1,1,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,2,"Glendale, Arizona",Robert Graham,Advertising Entrepreneur,9,Robert
,,,0,0,0,,,,,,,,,,,,,1,6,5,12,0,0,3,6,2,11,0,0,1,2,2,5,0,0,1,6,1,8,0,0,,,,5,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,28,2,"Federal Way, Washington",Will Reese,Banker,9,Will
,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,1,"Penha, Brazil",Diogo Custodio,Ski Resort Manager,9,Diogo
,,,1,0,0,,,,,,,,,,,,,2,5,4,11,0,0,2,4,0,6,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,34,1,"Overland Park, Kansas",Larry Burchett,ER Doctor,9,Larry
,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,32,1,"Detroit Lakes, Minnesota",Micah X,Law Student,9,Micah
,,,0,0,0,,,,,,,,,,,,,4,19,2,25,0,0,3,5,7,15,0,0,2,6,5,13,0,0,3,9,3,15,0,1,1,3,3,7,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,28,1,"London, England",Mike X,Dental Student,9,Mike
,,,0,0,0,,,,,,,,,,,,,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,1,"Ridgefield, Connecticut",Nick Roy,Tailor/Magician,9,Nick
1,0,2,3,0,0,,,,,,,,,,,,,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,1,"Hickory, North Carolina",Jonathan Vollinger,Lawyer,9,Jonathan
4,11,19,34,0,1,2,86,18,106,1,4,,,,,,,2,11,38,51,0,0,1,2,1,4,0,0,1,5,10,16,0,1,8,18,32,58,1,1,56,50,74,180,0,2,3,9,11,23,0,0,24,97,103,224,2,5,,,,0,0,0,27,,"St. George, Utah",Jef Holm,Entrepreneur,8,Jef
0,10,11,21,0,0,2,74,16,92,2,3,,,,,,,2,3,2,7,0,0,1,15,19,35,1,2,2,7,10,19,0,2,0,12,9,21,0,0,11,50,50,111,2,2,4,12,6,22,0,1,20,51,52,123,3,6,,,,0,0,0,30,10,"Scottsdale, Arizona","Arie Luyendyk, Jr.",Race Car Driver,8,Arie
,,,2,0,0,1,11,7,19,0,2,,,,,,,,,,1,0,0,2,19,3,24,0,0,0,12,8,20,1,1,3,10,16,29,0,2,9,35,40,84,1,4,3,16,9,28,0,4,103,124,125,352,5,11,,,,0,0,0,28,9,"Irving, Texas",Sean Lowe,Insurance Agent,8,Sean
3,21,9,33,0,1,0,1,2,3,0,0,,,,,,,0,8,2,10,0,0,4,6,4,14,0,0,2,4,3,9,0,1,1,0,2,3,0,0,9,12,12,33,1,2,6,13,6,25,0,0,52,79,44,175,1,9,,,,0,0,0,25,8,"Chicago, Illinois",Chris Bukowski,Corporate Sales Director,8,Chris
1,3,2,6,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,1,1,0,0,,,,1,0,0,,,,2,0,0,1,4,0,5,0,0,1,3,0,4,0,0,,,,2,0,0,,,,0,0,0,30,7,"Creve Coeur, Missouri",John Wolfner,Data Destruction Specialist,8,John
4,4,12,20,0,1,,,,0,0,0,,,,,,,1,3,4,8,0,0,3,3,5,11,0,0,1,4,7,12,0,0,1,4,4,9,0,1,13,29,17,59,0,0,10,8,5,23,0,2,1,0,2,3,0,1,,,,0,0,0,33,7,"Tacoma, Washington",Doug Clerget,Single Dad/Real Estate Agent,8,Doug
6,8,15,29,0,1,,,,0,0,0,,,,,,,2,15,39,56,1,0,2,2,3,7,0,0,16,17,11,44,0,0,6,15,2,23,0,0,95,244,219,558,0,3,,,,1,0,0,1,1,0,2,0,0,,,,0,0,0,31,6,"Evans, Georgia",Ryan Bowers,Pro Sports Trainer,8,Ryan
3,1,3,7,0,0,,,,0,0,0,,,,,,,,,,1,0,0,,,,0,0,0,,,,0,0,0,0,2,1,3,0,0,16,10,16,42,0,1,,,,0,0,0,,,1,1,0,0,,,,0,0,0,30,6,"Madison, Mississippi",Travis Pope,Advertising Sales Representative,8,Travis
1,1,2,4,0,0,,,,0,0,0,,,,,,,,,1,1,0,0,,,,1,0,0,7,4,2,13,0,0,0,2,4,6,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,25,5,"San Francisco, California",Alejandro Velez,Mushroom Farmer,8,Alejandro
1,6,9,16,0,0,,,,0,0,0,,,,,,,6,6,11,23,0,0,2,2,1,5,0,0,0,2,2,4,0,0,12,22,33,67,0,0,,,2,2,0,2,,,,0,0,0,,,,0,0,0,,,,0,0,0,27,5,"Houston, Texas",Kalon McMahon,Luxury Brand Consultant,8,Kalon
0,5,8,13,0,0,,,,0,0,0,,,,,,,1,31,18,50,0,0,1,0,1,2,0,0,7,8,4,19,0,1,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,32,4,"Worcester, Massachusetts",Charlie Grogan,Recruiter,8,Charlie
2,1,2,5,0,0,,,,0,0,0,,,,,,,,,2,2,0,0,,,,0,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,26,4,"Austin, Texas",Michael Nance,Rehab Counselor,8,Michael
,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,25,4,"Casa Grande, Arizona",Nathan Baake,Accountant,8,Nathan
1,5,2,8,0,0,,,,0,0,0,,,,,,,2,2,2,6,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,3,"Monroe Township, New Jersey",Stevie Alberino,Party M.C.,8,Stevie
,,,0,0,0,,,,0,0,0,,,,,,,,,,1,0,0,3,2,2,7,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,3,"Saint Paul, Minnesota",Alessandro Goulart,Grain Merchant,8,Alessandro
4,3,4,11,0,0,,,,0,0,0,,,,,,,2,0,1,3,0,0,,,3,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,31,3,"Beaverton, Oregon",Tony Pieper,Single Dad/Lumber Trader,8,Tony
,,,0,0,0,,,,0,0,0,,,,,,,,,,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,36,2,"North Sydney, Nova Scotia",Aaron Martell,Biology Teacher,8,Aaron
,,,0,0,0,,,,0,0,0,,,,,,,,,,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,2,"Long Beach, California",Kyle Dillon,Financial Adviser,8,Kyle
1,1,0,2,0,0,,,,0,0,0,,,,,,,5,12,3,20,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,1,0,1,2,0,0,,,,0,0,0,27,2,"Orlando, Florida",Joe Gendreau,Field Energy Adviser,8,Joe
1,0,1,2,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,41,1,"Midland, Texas",Brent Richter,Technology Salesman,8,Brent
0,1,1,2,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,1,1,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,1,,,,1,0,0,,,,0,0,0,33,1,"Charlottesville, Virginia",David Homyk,Singer/Songwriter,8,David
12,2,2,16,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,1,"Lockport, Illinois",Jackson Longnecker,Fitness Model,8,Jackson
