,SHOW,SEASON,CONTESTANT,variable,value,WINNER,R1,R
369,Bachelorette,5,05_DAVID_G,ELIMINATION-2,,0,0,0
370,Bachelorette,5,05_JUAN_B,ELIMINATION-2,R,0,0,1
371,Bachelorette,5,05_MIKE_S,ELIMINATION-2,R,0,0,1
372,Bachelorette,5,05_BRAD_S,ELIMINATION-2,,0,0,0
373,Bachelorette,5,05_TANNER_F,ELIMINATION-2,,0,0,0
374,Bachelorette,5,05_SASHA_P,ELIMINATION-2,,0,0,0
375,Bachelorette,5,05_BRIAN_D,ELIMINATION-2,E,0,0,0
376,Bachelorette,5,05_JULIEN_H,ELIMINATION-2,E,0,0,0
377,Bachelorette,5,05_MATHUE_J,ELIMINATION-2,E,0,0,0
378,Bachelorette,5,05_SIMON_A,ELIMINATION-2,E,0,0,0
379,Bachelorette,5,05_ADAM_D,ELIMINATION-2,,0,0,0
380,Bachelorette,5,05_BRIAN_V,ELIMINATION-2,,0,0,0
381,Bachelorette,5,05_BRYCE_H,ELIMINATION-2,,0,0,0
382,Bachelorette,5,05_CALEB_K,ELIMINATION-2,,0,0,0
383,Bachelorette,5,05_GREG_B,ELIMINATION-2,,0,0,0
384,Bachelorette,5,05_JOHN_H,ELIMINATION-2,,0,0,0
385,Bachelorette,5,05_JOHN_P,ELIMINATION-2,,0,0,0
386,Bachelorette,5,05_JOSH_Y,ELIMINATION-2,,0,0,0
387,Bachelorette,5,05_KYLE_Y,ELIMINATION-2,,0,0,0
388,Bachelorette,5,05_STEPHEN_R,ELIMINATION-2,,0,0,0
389,Bachelorette,4,04_JESSE_C,ELIMINATION-2,,1,0,0
390,Bachelorette,4,04_JASON_M,ELIMINATION-2,,0,0,0
391,Bachelorette,4,04_JEREMY_A,ELIMINATION-2,R,0,0,1
392,Bachelorette,4,04_GRAHAM_B,ELIMINATION-2,R,0,0,1
393,Bachelorette,4,04_SEAN_R,ELIMINATION-2,,0,0,0
394,Bachelorette,4,04_BLAINE_T,ELIMINATION-2,,0,0,0
395,Bachelorette,4,04_FREDERICK_G,ELIMINATION-2,,0,0,0
396,Bachelorette,4,04_ROBERT_F,ELIMINATION-2,,0,0,0
397,Bachelorette,4,04_PAUL_B,ELIMINATION-2,R,0,0,1
398,Bachelorette,4,04_RONALD_M,ELIMINATION-2,,0,0,0
399,Bachelorette,4,04_RICHARD_M,ELIMINATION-2,,0,0,0
400,Bachelorette,4,04_CHRISTOPHER_B,ELIMINATION-2,E,0,0,0
401,Bachelorette,4,04_ERIC_P,ELIMINATION-2,E,0,0,0
402,Bachelorette,4,04_RYAN_H,ELIMINATION-2,E,0,0,0
403,Bachelorette,4,04_BRIAN_W,ELIMINATION-2,,0,0,0
404,Bachelorette,4,04_BRIAN_W,ELIMINATION-2,,0,0,0
405,Bachelorette,4,04_CHANDLER_F,ELIMINATION-2,,0,0,0
406,Bachelorette,4,04_DONATO_C,ELIMINATION-2,,0,0,0
407,Bachelorette,4,04_GREGORY_M,ELIMINATION-2,,0,0,0
408,Bachelorette,4,04_JEFFREY_H,ELIMINATION-2,,0,0,0
409,Bachelorette,4,04_JONATHAN_K,ELIMINATION-2,,0,0,0
410,Bachelorette,4,04_LUKE_H,ELIMINATION-2,,0,0,0
411,Bachelorette,4,04_PATRICK_C,ELIMINATION-2,,0,0,0
412,Bachelorette,4,04_PATRICK_D,ELIMINATION-2,,0,0,0
413,Bachelorette,4,04_SPERO_S,ELIMINATION-2,,0,0,0
414,Bachelorette,12,12_JORDAN_R,ELIMINATION-3,,1,0,0
415,Bachelorette,12,12_ROBBY_H,ELIMINATION-3,,0,0,0
416,Bachelorette,12,12_CHASE_M,ELIMINATION-3,R,0,0,1
417,Bachelorette,12,12_LUKE_P,ELIMINATION-3,,0,0,0
418,Bachelorette,12,12_JAMES_T,ELIMINATION-3,R,0,0,1
419,Bachelorette,12,12_ALEX_W,ELIMINATION-3,,0,0,0
420,Bachelorette,12,12_DEREK_P,ELIMINATION-3,,0,0,0
421,Bachelorette,12,12_WELLS_A,ELIMINATION-3,,0,0,0
422,Bachelorette,12,12_VINCENT_V,ELIMINATION-3,,0,0,0
423,Bachelorette,12,12_GRANT_K,ELIMINATION-3,,0,0,0
424,Bachelorette,12,12_EVAN_B,ELIMINATION-3,R,0,0,1
425,Bachelorette,12,12_JAMES_F,ELIMINATION-3,,0,0,0
426,Bachelorette,12,12_DANIEL_M,ELIMINATION-3,,0,0,0
427,Bachelorette,12,12_CHAD_J,ELIMINATION-3,,0,0,0
428,Bachelorette,12,12_NICK_B,ELIMINATION-3,E,0,0,0
429,Bachelorette,12,12_CHRISTIAN_B,ELIMINATION-3,E,0,0,0
430,Bachelorette,12,12_ALI_Z,ELIMINATION-3,E,0,0,0
431,Bachelorette,12,12_WILL_H,ELIMINATION-3,,0,0,0
432,Bachelorette,12,12_JAMES_S,ELIMINATION-3,,0,0,0
433,Bachelorette,12,12_BRANDON_H,ELIMINATION-3,,0,0,0
434,Bachelorette,12,12_SAL_D,ELIMINATION-3,,0,0,0
435,Bachelorette,12,12_PETER_M,ELIMINATION-3,,0,0,0
436,Bachelorette,12,12_NICK_S,ELIMINATION-3,,0,0,0
437,Bachelorette,12,12_JONATHAN_H,ELIMINATION-3,,0,0,0
438,Bachelorette,12,12_JAKE_P,ELIMINATION-3,,0,0,0
439,Bachelorette,12,12_COLEY_K,ELIMINATION-3,,0,0,0
440,Bachelorette,11,11_SHAWN_B,ELIMINATION-3,R,1,0,1
441,Bachelorette,11,11_NICK_V,ELIMINATION-3,,0,0,0
442,Bachelorette,11,11_BEN_H,ELIMINATION-3,R,0,0,1
443,Bachelorette,11,11_JARED_H,ELIMINATION-3,,0,0,0
444,Bachelorette,11,11_JOE_B,ELIMINATION-3,,0,0,0
445,Bachelorette,11,11_CHRIS_S,ELIMINATION-3,,0,0,0
446,Bachelorette,11,11_BEN_Z,ELIMINATION-3,R,0,0,1
447,Bachelorette,11,11_TANNER_T,ELIMINATION-3,,0,0,0
448,Bachelorette,11,11_JJ_L,ELIMINATION-3,,0,0,0
449,Bachelorette,11,11_JOSHUA_A,ELIMINATION-3,,0,0,0
450,Bachelorette,11,11_JUSTIN_R,ELIMINATION-3,,0,0,0
451,Bachelorette,11,11_IAN_T,ELIMINATION-3,,0,0,0
452,Bachelorette,11,11_COREY_S,ELIMINATION-3,,0,0,0
453,Bachelorette,11,11_JONATHAN_H,ELIMINATION-3,,0,0,0
454,Bachelorette,11,11_RYAN_B,ELIMINATION-3,,0,0,0
455,Bachelorette,11,11_CLINT_A,ELIMINATION-3,EU,0,0,0
456,Bachelorette,11,11_TONY_H,ELIMINATION-3,EQ,0,0,0
457,Bachelorette,11,11_CORY_S,ELIMINATION-3,,0,0,0
458,Bachelorette,11,11_DANIEL_F,ELIMINATION-3,,0,0,0
459,Bachelorette,11,11_KUPAH_J,ELIMINATION-3,,0,0,0
460,Bachelorette,11,11_BRADLEY_C,ELIMINATION-3,,0,0,0
461,Bachelorette,11,11_DAVID_X,ELIMINATION-3,,0,0,0
462,Bachelorette,11,11_JOSH_S,ELIMINATION-3,,0,0,0
463,Bachelorette,11,11_SHAWN_E,ELIMINATION-3,,0,0,0
464,Bachelorette,11,11_BRADY_T,ELIMINATION-3,,0,0,0
465,Bachelorette,11,11_RYAN_M,ELIMINATION-3,,0,0,0
466,Bachelorette,10,10_JOSH_M,ELIMINATION-3,R,1,0,1
467,Bachelorette,10,10_NICK_V,ELIMINATION-3,R,0,0,1
468,Bachelorette,10,10_CHRIS_S,ELIMINATION-3,,0,0,0
469,Bachelorette,10,10_MARCUS_G,ELIMINATION-3,,0,0,0
470,Bachelorette,10,10_BRIAN_O,ELIMINATION-3,,0,0,0
471,Bachelorette,10,10_DYLAN_P,ELIMINATION-3,,0,0,0
472,Bachelorette,10,10_JJ_O,ELIMINATION-3,R,0,0,1
473,Bachelorette,10,10_CODY_S,ELIMINATION-3,,0,0,0
474,Bachelorette,10,10_ANDREW_P,ELIMINATION-3,,0,0,0
475,Bachelorette,10,10_MARQUEL_M,ELIMINATION-3,,0,0,0
476,Bachelorette,10,10_PATRICK_J,ELIMINATION-3,,0,0,0
477,Bachelorette,10,10_TASOS_H,ELIMINATION-3,,0,0,0
478,Bachelorette,10,10_ERIC_H,ELIMINATION-3,,0,0,0
479,Bachelorette,10,10_BRADLEY_W,ELIMINATION-3,E,0,0,0
480,Bachelorette,10,10_BRETT_M,ELIMINATION-3,E,0,0,0
481,Bachelorette,10,10_RON_W,ELIMINATION-3,EQ,0,0,0
482,Bachelorette,10,10_CARL_K,ELIMINATION-3,,0,0,0
483,Bachelorette,10,10_CRAIG_M,ELIMINATION-3,,0,0,0
484,Bachelorette,10,10_NICK_S,ELIMINATION-3,,0,0,0
485,Bachelorette,10,10_EMIL_S,ELIMINATION-3,,0,0,0
486,Bachelorette,10,10_JASON_L,ELIMINATION-3,,0,0,0
487,Bachelorette,10,10_JOSH_B,ELIMINATION-3,,0,0,0
488,Bachelorette,10,10_MIKE_C,ELIMINATION-3,,0,0,0
489,Bachelorette,10,10_RUDIE_D,ELIMINATION-3,,0,0,0
490,Bachelorette,10,10_STEVEN_W,ELIMINATION-3,,0,0,0
491,Bachelorette,9,09_CHRIS_S,ELIMINATION-3,R,1,0,1
492,Bachelorette,9,09_DREW_K,ELIMINATION-3,,0,0,0
493,Bachelorette,9,09_BROOKS_F,ELIMINATION-3,,0,0,0
494,Bachelorette,9,09_ZAK_W,ELIMINATION-3,,0,0,0
495,Bachelorette,9,09_MICHAEL_G,ELIMINATION-3,,0,0,0
496,Bachelorette,9,09_JAMES_C,ELIMINATION-3,R,0,0,1
497,Bachelorette,9,09_JUAN_G,ELIMINATION-3,,0,0,0
498,Bachelorette,9,09_KASEY_S,ELIMINATION-3,R,0,0,1
499,Bachelorette,9,09_MIKEY_T,ELIMINATION-3,,0,0,0
500,Bachelorette,9,09_BEN_S,ELIMINATION-3,,0,0,0
501,Bachelorette,9,09_BRYDEN_V,ELIMINATION-3,,0,0,0
502,Bachelorette,9,09_ZACK_K,ELIMINATION-3,,0,0,0
503,Bachelorette,9,09_BRAD_M,ELIMINATION-3,,0,0,0
504,Bachelorette,9,09_BRANDON_A,ELIMINATION-3,E,0,0,0
505,Bachelorette,9,09_DAN_C,ELIMINATION-3,E,0,0,0
506,Bachelorette,9,09_BRIAN_J,ELIMINATION-3,EF,0,0,0
507,Bachelorette,9,09_NICK_M,ELIMINATION-3,,0,0,0
508,Bachelorette,9,09_ROBERT_G,ELIMINATION-3,,0,0,0
509,Bachelorette,9,09_WILL_R,ELIMINATION-3,,0,0,0
510,Bachelorette,9,09_DIOGO_C,ELIMINATION-3,,0,0,0
511,Bachelorette,9,09_LARRY_B,ELIMINATION-3,,0,0,0
512,Bachelorette,9,09_MICAH_X,ELIMINATION-3,,0,0,0
513,Bachelorette,9,09_MIKE_X,ELIMINATION-3,,0,0,0
514,Bachelorette,9,09_NICK_R,ELIMINATION-3,,0,0,0
515,Bachelorette,9,09_JONATHAN_V,ELIMINATION-3,,0,0,0
516,Bachelorette,8,08_JEF_H,ELIMINATION-3,,1,0,0
517,Bachelorette,8,08_ARIE_L,ELIMINATION-3,R,0,0,1
518,Bachelorette,8,08_SEAN_L,ELIMINATION-3,R,0,0,1
519,Bachelorette,8,08_CHRIS_B,ELIMINATION-3,R,0,0,1
520,Bachelorette,8,08_JOHN_W,ELIMINATION-3,,0,0,0
521,Bachelorette,8,08_DOUG_C,ELIMINATION-3,,0,0,0
522,Bachelorette,8,08_RYAN_B,ELIMINATION-3,,0,0,0
523,Bachelorette,8,08_TRAVIS_P,ELIMINATION-3,,0,0,0
524,Bachelorette,8,08_ALEJANDRO_V,ELIMINATION-3,,0,0,0
525,Bachelorette,8,08_KALON_M,ELIMINATION-3,,0,0,0
526,Bachelorette,8,08_CHARLIE_G,ELIMINATION-3,,0,0,0
527,Bachelorette,8,08_MICHAEL_N,ELIMINATION-3,,0,0,0
528,Bachelorette,8,08_NATHAN_B,ELIMINATION-3,,0,0,0
529,Bachelorette,8,08_STEVIE_A,ELIMINATION-3,E,0,0,0
530,Bachelorette,8,08_ALESSANDRO_G,ELIMINATION-3,EU,0,0,0
531,Bachelorette,8,08_TONY_P,ELIMINATION-3,ED,0,0,0
532,Bachelorette,8,08_AARON_M,ELIMINATION-3,,0,0,0
533,Bachelorette,8,08_KYLE_D,ELIMINATION-3,,0,0,0
534,Bachelorette,8,08_JOE_G,ELIMINATION-3,,0,0,0
535,Bachelorette,8,08_BRENT_R,ELIMINATION-3,,0,0,0
536,Bachelorette,8,08_DAVID_H,ELIMINATION-3,,0,0,0
537,Bachelorette,8,08_JACKSON_L,ELIMINATION-3,,0,0,0
538,Bachelorette,8,08_JEANPAUL_L,ELIMINATION-3,,0,0,0
539,Bachelorette,8,08_LERONE_A,ELIMINATION-3,,0,0,0
540,Bachelorette,8,08_RANDY_W,ELIMINATION-3,,0,0,0
541,Bachelorette,6,06_ROBERT_M,ELIMINATION-3,R,1,0,1
542,Bachelorette,6,06_CHRIS_L,ELIMINATION-3,,0,0,0
543,Bachelorette,6,06_FRANK_N,ELIMINATION-3,,0,0,0
544,Bachelorette,6,06_KIRK_D,ELIMINATION-3,R,0,0,1
545,Bachelorette,6,06_TY_B,ELIMINATION-3,,0,0,0
546,Bachelorette,6,06_CRAIG_R,ELIMINATION-3,,0,0,0
547,Bachelorette,6,06_JUSTIN_R,ELIMINATION-3,,0,0,0
548,Bachelorette,6,06_CHRIS_N,ELIMINATION-3,,0,0,0
549,Bachelorette,6,06_KASEY_K,ELIMINATION-3,,0,0,0
550,Bachelorette,6,06_JESSE_B,ELIMINATION-3,,0,0,0
551,Bachelorette,6,06_JONATHAN_N,ELIMINATION-3,,0,0,0
552,Bachelorette,6,06_JOHN_C,ELIMINATION-3,E,0,0,0
553,Bachelorette,6,06_STEVE_K,ELIMINATION-3,E,0,0,0
554,Bachelorette,6,06_HUNTER_W,ELIMINATION-3,ED,0,0,0
555,Bachelorette,6,06_CHRIS_H,ELIMINATION-3,,0,0,0
556,Bachelorette,6,06_CRAIG_M,ELIMINATION-3,,0,0,0
557,Bachelorette,6,06_TYLER_V,ELIMINATION-3,,0,0,0
558,Bachelorette,6,06_DEREK_X,ELIMINATION-3,,0,0,0
559,Bachelorette,6,06_DERRICK_S,ELIMINATION-3,,0,0,0
560,Bachelorette,6,06_JASON_W,ELIMINATION-3,,0,0,0
561,Bachelorette,6,06_JAY_R,ELIMINATION-3,,0,0,0
562,Bachelorette,6,06_JOHN_N,ELIMINATION-3,,0,0,0
563,Bachelorette,6,06_KYLE_H,ELIMINATION-3,,0,0,0
564,Bachelorette,6,06_PHIL_K,ELIMINATION-3,,0,0,0
565,Bachelorette,6,06_TYLER_M,ELIMINATION-3,,0,0,0
566,Bachelorette,5,05_ED_S,ELIMINATION-3,R,1,0,1
567,Bachelorette,5,05_KIPTYN_L,ELIMINATION-3,,0,0,0
568,Bachelorette,5,05_REID_R,ELIMINATION-3,,0,0,0
569,Bachelorette,5,05_WES_H,ELIMINATION-3,,0,0,0
570,Bachelorette,5,05_JESSE_K,ELIMINATION-3,,0,0,0
571,Bachelorette,5,05_MICHAEL_S,ELIMINATION-3,,0,0,0
572,Bachelorette,5,05_JAKE_P,ELIMINATION-3,,0,0,0
573,Bachelorette,5,05_TANNER_P,ELIMINATION-3,,0,0,0
574,Bachelorette,5,05_ROBBY_D,ELIMINATION-3,R,0,0,1
575,Bachelorette,5,05_MARK_H,ELIMINATION-3,,0,0,0
576,Bachelorette,5,05_DAVID_G,ELIMINATION-3,,0,0,0
577,Bachelorette,5,05_JUAN_B,ELIMINATION-3,,0,0,0
578,Bachelorette,5,05_MIKE_S,ELIMINATION-3,,0,0,0
579,Bachelorette,5,05_BRAD_S,ELIMINATION-3,E,0,0,0
580,Bachelorette,5,05_TANNER_F,ELIMINATION-3,E,0,0,0
581,Bachelorette,5,05_SASHA_P,ELIMINATION-3,ED,0,0,0
582,Bachelorette,5,05_BRIAN_D,ELIMINATION-3,,0,0,0
583,Bachelorette,5,05_JULIEN_H,ELIMINATION-3,,0,0,0
584,Bachelorette,5,05_MATHUE_J,ELIMINATION-3,,0,0,0
585,Bachelorette,5,05_SIMON_A,ELIMINATION-3,,0,0,0
586,Bachelorette,5,05_ADAM_D,ELIMINATION-3,,0,0,0
587,Bachelorette,5,05_BRIAN_V,ELIMINATION-3,,0,0,0
588,Bachelorette,5,05_BRYCE_H,ELIMINATION-3,,0,0,0
589,Bachelorette,5,05_CALEB_K,ELIMINATION-3,,0,0,0
590,Bachelorette,5,05_GREG_B,ELIMINATION-3,,0,0,0
591,Bachelorette,5,05_JOHN_H,ELIMINATION-3,,0,0,0
592,Bachelorette,5,05_JOHN_P,ELIMINATION-3,,0,0,0
593,Bachelorette,5,05_JOSH_Y,ELIMINATION-3,,0,0,0
594,Bachelorette,5,05_KYLE_Y,ELIMINATION-3,,0,0,0
595,Bachelorette,5,05_STEPHEN_R,ELIMINATION-3,,0,0,0
596,Bachelorette,4,04_JESSE_C,ELIMINATION-3,,1,0,0
597,Bachelorette,4,04_JASON_M,ELIMINATION-3,R,0,0,1
598,Bachelorette,4,04_JEREMY_A,ELIMINATION-3,,0,0,0
599,Bachelorette,4,04_GRAHAM_B,ELIMINATION-3,,0,0,0
600,Bachelorette,4,04_SEAN_R,ELIMINATION-3,,0,0,0
601,Bachelorette,4,04_BLAINE_T,ELIMINATION-3,,0,0,0
602,Bachelorette,4,04_FREDERICK_G,ELIMINATION-3,R,0,0,1
603,Bachelorette,4,04_ROBERT_F,ELIMINATION-3,R,0,0,1
604,Bachelorette,4,04_PAUL_B,ELIMINATION-3,E,0,0,0
605,Bachelorette,4,04_RONALD_M,ELIMINATION-3,E,0,0,0
606,Bachelorette,4,04_RICHARD_M,ELIMINATION-3,ED,0,0,0
607,Bachelorette,4,04_CHRISTOPHER_B,ELIMINATION-3,,0,0,0
608,Bachelorette,4,04_ERIC_P,ELIMINATION-3,,0,0,0
609,Bachelorette,4,04_RYAN_H,ELIMINATION-3,,0,0,0
610,Bachelorette,4,04_BRIAN_W,ELIMINATION-3,,0,0,0
611,Bachelorette,4,04_BRIAN_W,ELIMINATION-3,,0,0,0
612,Bachelorette,4,04_CHANDLER_F,ELIMINATION-3,,0,0,0
613,Bachelorette,4,04_DONATO_C,ELIMINATION-3,,0,0,0
614,Bachelorette,4,04_GREGORY_M,ELIMINATION-3,,0,0,0
615,Bachelorette,4,04_JEFFREY_H,ELIMINATION-3,,0,0,0
616,Bachelorette,4,04_JONATHAN_K,ELIMINATION-3,,0,0,0
617,Bachelorette,4,04_LUKE_H,ELIMINATION-3,,0,0,0
618,Bachelorette,4,04_PATRICK_C,ELIMINATION-3,,0,0,0
619,Bachelorette,4,04_PATRICK_D,ELIMINATION-3,,0,0,0
620,Bachelorette,4,04_SPERO_S,ELIMINATION-3,,0,0,0
621,Bachelorette,12,12_JORDAN_R,ELIMINATION-4,R,1,0,1
622,Bachelorette,12,12_ROBBY_H,ELIMINATION-4,,0,0,0
623,Bachelorette,12,12_CHASE_M,ELIMINATION-4,,0,0,0
624,Bachelorette,12,12_LUKE_P,ELIMINATION-4,R,0,0,1
625,Bachelorette,12,12_JAMES_T,ELIMINATION-4,,0,0,0
626,Bachelorette,12,12_ALEX_W,ELIMINATION-4,R,0,0,1
627,Bachelorette,12,12_DEREK_P,ELIMINATION-4,,0,0,0
628,Bachelorette,12,12_WELLS_A,ELIMINATION-4,,0,0,0
629,Bachelorette,12,12_VINCENT_V,ELIMINATION-4,,0,0,0
630,Bachelorette,12,12_GRANT_K,ELIMINATION-4,,0,0,0
631,Bachelorette,12,12_EVAN_B,ELIMINATION-4,,0,0,0
632,Bachelorette,12,12_JAMES_F,ELIMINATION-4,E,0,0,0
633,Bachelorette,12,12_DANIEL_M,ELIMINATION-4,E,0,0,0
634,Bachelorette,12,12_CHAD_J,ELIMINATION-4,ED,0,0,0
635,Bachelorette,12,12_NICK_B,ELIMINATION-4,,0,0,0
636,Bachelorette,12,12_CHRISTIAN_B,ELIMINATION-4,,0,0,0
637,Bachelorette,12,12_ALI_Z,ELIMINATION-4,,0,0,0
638,Bachelorette,12,12_WILL_H,ELIMINATION-4,,0,0,0
639,Bachelorette,12,12_JAMES_S,ELIMINATION-4,,0,0,0
640,Bachelorette,12,12_BRANDON_H,ELIMINATION-4,,0,0,0
641,Bachelorette,12,12_SAL_D,ELIMINATION-4,,0,0,0
642,Bachelorette,12,12_PETER_M,ELIMINATION-4,,0,0,0
643,Bachelorette,12,12_NICK_S,ELIMINATION-4,,0,0,0
644,Bachelorette,12,12_JONATHAN_H,ELIMINATION-4,,0,0,0
645,Bachelorette,12,12_JAKE_P,ELIMINATION-4,,0,0,0
646,Bachelorette,12,12_COLEY_K,ELIMINATION-4,,0,0,0
647,Bachelorette,11,11_SHAWN_B,ELIMINATION-4,,1,0,0
648,Bachelorette,11,11_NICK_V,ELIMINATION-4,,0,0,0
649,Bachelorette,11,11_BEN_H,ELIMINATION-4,,0,0,0
650,Bachelorette,11,11_JARED_H,ELIMINATION-4,R,0,0,1
651,Bachelorette,11,11_JOE_B,ELIMINATION-4,,0,0,0
652,Bachelorette,11,11_CHRIS_S,ELIMINATION-4,R,0,0,1
653,Bachelorette,11,11_BEN_Z,ELIMINATION-4,,0,0,0
654,Bachelorette,11,11_TANNER_T,ELIMINATION-4,,0,0,0
655,Bachelorette,11,11_JJ_L,ELIMINATION-4,,0,0,0
656,Bachelorette,11,11_JOSHUA_A,ELIMINATION-4,,0,0,0
657,Bachelorette,11,11_JUSTIN_R,ELIMINATION-4,R,0,0,1
658,Bachelorette,11,11_IAN_T,ELIMINATION-4,,0,0,0
659,Bachelorette,11,11_COREY_S,ELIMINATION-4,E,0,0,0
660,Bachelorette,11,11_JONATHAN_H,ELIMINATION-4,E,0,0,0
661,Bachelorette,11,11_RYAN_B,ELIMINATION-4,E,0,0,0
662,Bachelorette,11,11_CLINT_A,ELIMINATION-4,,0,0,0
663,Bachelorette,11,11_TONY_H,ELIMINATION-4,,0,0,0
664,Bachelorette,11,11_CORY_S,ELIMINATION-4,,0,0,0
665,Bachelorette,11,11_DANIEL_F,ELIMINATION-4,,0,0,0
666,Bachelorette,11,11_KUPAH_J,ELIMINATION-4,,0,0,0
667,Bachelorette,11,11_BRADLEY_C,ELIMINATION-4,,0,0,0
668,Bachelorette,11,11_DAVID_X,ELIMINATION-4,,0,0,0
669,Bachelorette,11,11_JOSH_S,ELIMINATION-4,,0,0,0
670,Bachelorette,11,11_SHAWN_E,ELIMINATION-4,,0,0,0
671,Bachelorette,11,11_BRADY_T,ELIMINATION-4,,0,0,0
672,Bachelorette,11,11_RYAN_M,ELIMINATION-4,,0,0,0
673,Bachelorette,10,10_JOSH_M,ELIMINATION-4,,1,0,0
674,Bachelorette,10,10_NICK_V,ELIMINATION-4,,0,0,0
675,Bachelorette,10,10_CHRIS_S,ELIMINATION-4,,0,0,0
676,Bachelorette,10,10_MARCUS_G,ELIMINATION-4,R,0,0,1
677,Bachelorette,10,10_BRIAN_O,ELIMINATION-4,R,0,0,1
678,Bachelorette,10,10_DYLAN_P,ELIMINATION-4,R,0,0,1
679,Bachelorette,10,10_JJ_O,ELIMINATION-4,,0,0,0
680,Bachelorette,10,10_CODY_S,ELIMINATION-4,,0,0,0
681,Bachelorette,10,10_ANDREW_P,ELIMINATION-4,,0,0,0
682,Bachelorette,10,10_MARQUEL_M,ELIMINATION-4,,0,0,0
683,Bachelorette,10,10_PATRICK_J,ELIMINATION-4,,0,0,0
684,Bachelorette,10,10_TASOS_H,ELIMINATION-4,E,0,0,0
685,Bachelorette,10,10_ERIC_H,ELIMINATION-4,EU,0,0,0
686,Bachelorette,10,10_BRADLEY_W,ELIMINATION-4,,0,0,0
687,Bachelorette,10,10_BRETT_M,ELIMINATION-4,,0,0,0
688,Bachelorette,10,10_RON_W,ELIMINATION-4,,0,0,0
689,Bachelorette,10,10_CARL_K,ELIMINATION-4,,0,0,0
690,Bachelorette,10,10_CRAIG_M,ELIMINATION-4,,0,0,0
691,Bachelorette,10,10_NICK_S,ELIMINATION-4,,0,0,0
692,Bachelorette,10,10_EMIL_S,ELIMINATION-4,,0,0,0
693,Bachelorette,10,10_JASON_L,ELIMINATION-4,,0,0,0
694,Bachelorette,10,10_JOSH_B,ELIMINATION-4,,0,0,0
695,Bachelorette,10,10_MIKE_C,ELIMINATION-4,,0,0,0
696,Bachelorette,10,10_RUDIE_D,ELIMINATION-4,,0,0,0
697,Bachelorette,10,10_STEVEN_W,ELIMINATION-4,,0,0,0
698,Bachelorette,9,09_CHRIS_S,ELIMINATION-4,,1,0,0
699,Bachelorette,9,09_DREW_K,ELIMINATION-4,,0,0,0
700,Bachelorette,9,09_BROOKS_F,ELIMINATION-4,,0,0,0
701,Bachelorette,9,09_ZAK_W,ELIMINATION-4,R,0,0,1
702,Bachelorette,9,09_MICHAEL_G,ELIMINATION-4,,0,0,0
703,Bachelorette,9,09_JAMES_C,ELIMINATION-4,R,0,0,1
704,Bachelorette,9,09_JUAN_G,ELIMINATION-4,,0,0,0
705,Bachelorette,9,09_KASEY_S,ELIMINATION-4,,0,0,0
706,Bachelorette,9,09_MIKEY_T,ELIMINATION-4,,0,0,0
707,Bachelorette,9,09_BEN_S,ELIMINATION-4,,0,0,0
708,Bachelorette,9,09_BRYDEN_V,ELIMINATION-4,,0,0,0
709,Bachelorette,9,09_ZACK_K,ELIMINATION-4,E,0,0,0
710,Bachelorette,9,09_BRAD_M,ELIMINATION-4,ED,0,0,0
711,Bachelorette,9,09_BRANDON_A,ELIMINATION-4,,0,0,0
712,Bachelorette,9,09_DAN_C,ELIMINATION-4,,0,0,0
713,Bachelorette,9,09_BRIAN_J,ELIMINATION-4,,0,0,0
714,Bachelorette,9,09_NICK_M,ELIMINATION-4,,0,0,0
715,Bachelorette,9,09_ROBERT_G,ELIMINATION-4,,0,0,0
716,Bachelorette,9,09_WILL_R,ELIMINATION-4,,0,0,0
717,Bachelorette,9,09_DIOGO_C,ELIMINATION-4,,0,0,0
718,Bachelorette,9,09_LARRY_B,ELIMINATION-4,,0,0,0
719,Bachelorette,9,09_MICAH_X,ELIMINATION-4,,0,0,0
720,Bachelorette,9,09_MIKE_X,ELIMINATION-4,,0,0,0
721,Bachelorette,9,09_NICK_R,ELIMINATION-4,,0,0,0
722,Bachelorette,9,09_JONATHAN_V,ELIMINATION-4,,0,0,0
723,Bachelorette,8,08_JEF_H,ELIMINATION-4,R,1,0,1
724,Bachelorette,8,08_ARIE_L,ELIMINATION-4,,0,0,0
725,Bachelorette,8,08_SEAN_L,ELIMINATION-4,,0,0,0
726,Bachelorette,8,08_CHRIS_B,ELIMINATION-4,,0,0,0
727,Bachelorette,8,08_JOHN_W,ELIMINATION-4,R,0,0,1
728,Bachelorette,8,08_DOUG_C,ELIMINATION-4,R,0,0,1
729,Bachelorette,8,08_RYAN_B,ELIMINATION-4,,0,0,0
730,Bachelorette,8,08_TRAVIS_P,ELIMINATION-4,,0,0,0
731,Bachelorette,8,08_ALEJANDRO_V,ELIMINATION-4,,0,0,0
732,Bachelorette,8,08_KALON_M,ELIMINATION-4,,0,0,0
733,Bachelorette,8,08_CHARLIE_G,ELIMINATION-4,E,0,0,0
734,Bachelorette,8,08_MICHAEL_N,ELIMINATION-4,E,0,0,0
735,Bachelorette,8,08_NATHAN_B,ELIMINATION-4,ED,0,0,0
736,Bachelorette,8,08_STEVIE_A,ELIMINATION-4,,0,0,0
737,Bachelorette,8,08_ALESSANDRO_G,ELIMINATION-4,,0,0,0
738,Bachelorette,8,08_TONY_P,ELIMINATION-4,,0,0,0
